EBio_CE_2015;v1.0.1;2025-12-01;Temps d'execution :;0.7secs
CODE_STATION;TYPO_NATIONALE;PERIODE_DEBUT;PERIODE_FIN;CODE_PAR;LIB_PAR;RESULTAT;EQR;CLASSE;CLASSE_NUM;COMMENTAIRES
03078110;P9;2013;2013;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2013;2013;8353;Etat Biologique;NA;NA;BON;2;
03078110;P9;2014;2014;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2014;2014;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2014;2014;5910;MPCE phases A+B;15;0.875;BON;2;
03078110;P9;2014;2014;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2014;2014;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2014;2014;8353;Etat Biologique;NA;NA;BON;2;
03078110;P9;2015;2015;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2015;2015;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2015;2015;5910;MPCE phases A+B;12;0.6875;MOYEN;3;
03078110;P9;2015;2015;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2015;2015;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2015;2015;8353;Etat Biologique;NA;NA;MOYEN;3;
03078110;P9;2016;2016;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2016;2016;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2016;2016;5910;MPCE phases A+B;12;0.6875;MOYEN;3;
03078110;P9;2016;2016;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2016;2016;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2016;2016;8353;Etat Biologique;NA;NA;MOYEN;3;
03078110;P9;2017;2017;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2017;2017;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2017;2017;5910;MPCE phases A+B;16;0.9375;TRES_BON;1;
03078110;P9;2017;2017;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2017;2017;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2017;2017;8353;Etat Biologique;NA;NA;TRES_BON;1;
03078110;P9;2018;2018;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2018;2018;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2018;2018;5910;MPCE phases A+B;14;0.8125;BON;2;
03078110;P9;2018;2018;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2018;2018;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2018;2018;8353;Etat Biologique;NA;NA;BON;2;
03078110;P9;2019;2019;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2019;2019;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2019;2019;5910;MPCE phases A+B;15;0.875;BON;2;
03078110;P9;2019;2019;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2019;2019;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2019;2019;8353;Etat Biologique;NA;NA;BON;2;
03078110;P9;2020;2020;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2020;2020;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2020;2020;5910;MPCE phases A+B;14;0.8125;BON;2;
03078110;P9;2020;2020;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2020;2020;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2020;2020;8353;Etat Biologique;NA;NA;BON;2;
03078110;P9;2021;2021;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2021;2021;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2021;2021;5910;MPCE phases A+B;16;0.9375;TRES_BON;1;
03078110;P9;2021;2021;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2021;2021;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2021;2021;8353;Etat Biologique;NA;NA;TRES_BON;1;
03078110;P9;2022;2022;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2022;2022;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2022;2022;5910;MPCE phases A+B;15;0.875;BON;2;
03078110;P9;2022;2022;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2022;2022;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2022;2022;8353;Etat Biologique;NA;NA;BON;2;
03078110;P9;2023;2023;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2023;2023;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2023;2023;5910;MPCE phases A+B;14;0.8125;BON;2;
03078110;P9;2023;2023;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2023;2023;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078110;P9;2023;2023;8353;Etat Biologique;NA;NA;BON;2;
03078274;TP9;2016;2016;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2016;2016;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2016;2016;5910;MPCE phases A+B;15;0.875;BON;2;
03078274;TP9;2016;2016;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2016;2016;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2016;2016;8353;Etat Biologique;NA;NA;BON;2;
03078274;TP9;2017;2017;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2017;2017;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2017;2017;5910;MPCE phases A+B;13;0.75;MOYEN;3;
03078274;TP9;2017;2017;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2017;2017;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2017;2017;8353;Etat Biologique;NA;NA;MOYEN;3;
03078274;TP9;2018;2018;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2018;2018;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2018;2018;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2018;2018;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2018;2018;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2018;2018;8353;Etat Biologique;NA;NA;NA;NA;
03078274;TP9;2019;2019;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2019;2019;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2019;2019;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2019;2019;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2019;2019;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2019;2019;8353;Etat Biologique;NA;NA;NA;NA;
03078274;TP9;2020;2020;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2020;2020;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2020;2020;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2020;2020;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2020;2020;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2020;2020;8353;Etat Biologique;NA;NA;NA;NA;
03078274;TP9;2021;2021;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2021;2021;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2021;2021;5910;MPCE phases A+B;15;0.875;BON;2;
03078274;TP9;2021;2021;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2021;2021;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2021;2021;8353;Etat Biologique;NA;NA;BON;2;
03078274;TP9;2022;2022;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2022;2022;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2022;2022;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2022;2022;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2022;2022;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2022;2022;8353;Etat Biologique;NA;NA;NA;NA;
03078274;TP9;2023;2023;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2023;2023;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2023;2023;5910;MPCE phases A+B;11;0.625;MOYEN;3;
03078274;TP9;2023;2023;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2023;2023;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078274;TP9;2023;2023;8353;Etat Biologique;NA;NA;MOYEN;3;
03078385;TP9;2010;2010;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2010;2010;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2010;2010;5910;MPCE phases A+B;8;0.4375;MEDIOCRE;4;
03078385;TP9;2010;2010;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2010;2010;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2010;2010;8353;Etat Biologique;NA;NA;MEDIOCRE;4;
03078385;TP9;2011;2011;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2011;2011;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2011;2011;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2011;2011;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2011;2011;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2011;2011;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2012;2012;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2012;2012;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2012;2012;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2012;2012;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2012;2012;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2012;2012;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2013;2013;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2013;2013;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2013;2013;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2013;2013;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2013;2013;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2013;2013;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2014;2014;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2014;2014;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2014;2014;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2014;2014;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2014;2014;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2014;2014;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2015;2015;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2015;2015;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2015;2015;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2015;2015;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2015;2015;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2015;2015;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2016;2016;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2016;2016;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2016;2016;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2016;2016;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2016;2016;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2016;2016;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2017;2017;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2017;2017;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2017;2017;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2017;2017;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2017;2017;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2017;2017;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2018;2018;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2018;2018;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2018;2018;5910;MPCE phases A+B;11;0.625;MOYEN;3;
03078385;TP9;2018;2018;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2018;2018;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2018;2018;8353;Etat Biologique;NA;NA;MOYEN;3;
03078385;TP9;2019;2019;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2019;2019;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2019;2019;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2019;2019;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2019;2019;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2019;2019;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2020;2020;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2020;2020;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2020;2020;5910;MPCE phases A+B;12;0.6875;MOYEN;3;
03078385;TP9;2020;2020;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2020;2020;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2020;2020;8353;Etat Biologique;NA;NA;MOYEN;3;
03078385;TP9;2021;2021;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2021;2021;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2021;2021;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2021;2021;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2021;2021;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2021;2021;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2022;2022;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2022;2022;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2022;2022;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2022;2022;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2022;2022;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2022;2022;8353;Etat Biologique;NA;NA;NA;NA;
03078385;TP9;2023;2023;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2023;2023;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2023;2023;5910;MPCE phases A+B;14;0.8125;BON;2;
03078385;TP9;2023;2023;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2023;2023;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078385;TP9;2023;2023;8353;Etat Biologique;NA;NA;BON;2;
03078510;TP9;1999;1999;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;1999;1999;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;1999;1999;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;1999;1999;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;1999;1999;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;1999;1999;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2000;2000;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2000;2000;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2000;2000;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2000;2000;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2000;2000;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2000;2000;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2001;2001;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2001;2001;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2001;2001;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2001;2001;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2001;2001;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2001;2001;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2002;2002;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2002;2002;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2002;2002;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2002;2002;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2002;2002;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2002;2002;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2003;2003;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2003;2003;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2003;2003;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2003;2003;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2003;2003;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2003;2003;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2004;2004;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2004;2004;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2004;2004;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2004;2004;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2004;2004;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2004;2004;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2005;2005;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2005;2005;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2005;2005;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2005;2005;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2005;2005;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
03078510;TP9;2005;2005;8353;Etat Biologique;NA;NA;NA;NA;
03078510;TP9;2006;2006;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
